occ,utm_e,utm_n,pool,period,secchi,temp,depth,cond,current,do
1,641755,4834212,08,2,85,23.4,1.8,375,0.33,6.4
0,641205,4835212,08,2,NA,NA,0.2,NA,NA,NA
1,643655,4839812,08,2,87,24.7,1.3,401,0.27,4.9
1,640605,4836462,08,2,125,26.1,1.3,336,0,12
1,640955,4836362,08,3,95,12.1,1.1,394,0,11.1
1,643705,4839962,08,3,85,16.1,2,276,0.45,6.6
1,643555,4839562,08,3,105,20.7,1.5,460,0.11,4.7
1,643405,4838212,08,3,82,21.3,1.4,421,0,9.2
1,643755,4840112,08,3,145,20.9,2,387,0.11,5.8
0,642555,4837012,08,2,120,24,1.2,456,0,9.7
0,641055,4839912,08,2,NA,NA,0.2,NA,NA,NA
1,643505,4839062,08,2,100,20.8,1.4,336,0.11,3.6
1,642555,4837012,08,2,110,23.8,1.6,423,0.23,6.3
1,641155,4839362,08,2,80,20.7,1,361,0.06,5.6
1,642505,4836912,08,1,170,24.4,1.7,358,0,7.5
1,643605,4839662,08,2,150,21.9,1.5,438,0,1.2
1,643505,4839362,08,1,118,23.3,2.05,356,0.17,4.2
1,643355,4839062,08,1,105,23.5,1.3,357,0,4.4
1,643455,4838462,08,1,79,26.9,1.4,449,0.09,8.6
1,640705,4836462,08,3,40,14.3,1.3,387,0.09,6.5
1,643605,4839612,08,1,110,30.5,1.5,348,0.3,6.3
0,642555,4837062,08,1,120,31.2,1.3,346,0,5.7
1,641005,4839262,08,2,35,23.4,1.2,422,0.07,7.8
1,643455,4838612,08,1,80,25.4,0.8,409,0,11.8
1,641055,4839262,08,3,135,16.2,2,347,0.02,7.3
1,643605,4839612,08,2,80,18.7,1.2,372,0.09,3.2
1,643505,4839361,08,1,60,21.9,1.4,340,0.22,7.7
1,643555,4839461,08,2,80,22.3,1,442,0.16,6.8
1,640505,4836612,08,1,50,23.7,1,383,0.13,6.1
1,643455,4839062,08,1,85,25,1,288,0.07,4.6
1,643755,4840162,08,3,71,14.4,2,302,0.53,5.4
1,641105,4839812,08,2,75,26.2,0.8,452,0.11,6
1,643455,4838462,08,3,180,19.4,1.8,378,0.12,6
1,640405,4836612,08,2,80,21.8,0.8,362,0,14.8
1,643655,4839912,08,3,85,16.1,2,276,0.47,6.6
1,643305,4839012,08,3,105,18,1.2,422,0,3.9
1,643655,4839912,08,3,98,17.7,1.4,422,0.05,3.5
1,642605,4837112,08,2,130,26.7,2,398,0.07,5.5
1,638905,4837461,08,2,65,24.1,2,448,0,15.3
1,639105,4850312,08,3,70,11.8,0.7,422,0,13.3
1,639255,4850562,08,1,70,21.2,1,469,0,11.2
1,638955,4850162,08,2,70,21.7,1,327,0,8.9
1,638955,4850162,08,1,130,27.1,1.3,458,0,5.2
1,639005,4850212,08,3,70,18,0.7,390,0,12
0,638755,4850062,08,1,65,24.1,0.9,365,0,3.7
1,638755,4850062,08,1,70,23.1,0.9,394,0,9.5
1,639205,4850362,08,2,50,21.8,1,439,0,7
1,642955,4834012,08,2,100,25.2,1,333,0.13,3.9
1,642855,4834612,08,1,100,25.1,1,370,0,7
1,643455,4832712,08,2,143,21.1,1.4,459,0.17,7.1
1,642855,4834512,08,1,200,24.8,2,398,0,8.2
1,642905,4833712,08,3,175,22.6,1.8,425,0.06,6.5
0,642955,4834062,08,1,180,30.8,1.8,345,0,5.7
1,642855,4834462,08,1,112,23.8,2,352,0.08,6
1,642905,4833712,08,1,120,25.7,1.2,393,0.05,8.6
0,642905,4833712,08,2,NA,NA,0.2,NA,NA,NA
1,643005,4833812,08,2,60,22,0.6,455,0.03,6.5
1,642905,4834261,08,3,180,20.2,1.8,417,0,10.8
0,643455,4832861,08,2,NA,NA,0.2,NA,NA,NA
1,642955,4833761,08,2,120,22.4,0.8,428,0,10.4
1,642955,4835162,08,3,150,24.7,1.5,346,0.09,7.6
1,642955,4835162,08,3,200,20.2,2,375,0,8.6
1,643455,4832562,08,3,100,16.5,1,390,0.06,9.4
0,643455,4832812,08,3,NA,NA,0.2,NA,NA,NA
1,643455,4832562,08,3,100,14.1,1,500,0.02,9
1,642955,4835062,08,3,85,16.7,0.9,304,0,9.9
1,641655,4845012,08,1,80,23.3,1.1,348,0.07,6.2
0,641955,4845862,08,3,NA,NA,0.2,NA,NA,NA
0,641655,4845012,08,1,NA,NA,0.2,NA,NA,NA
1,641955,4849062,08,3,65,18.2,0.8,378,0,8.9
1,641955,4849112,08,1,108,25,1.2,406,0,8.5
0,641905,4849062,08,2,NA,NA,0.2,NA,NA,NA
0,641955,4849012,08,2,NA,NA,0.2,NA,NA,NA
0,641955,4847212,08,3,NA,NA,0.2,NA,NA,NA
1,641755,4847212,08,1,90,25.8,1.3,365,0.37,7.8
1,643005,4846412,08,1,68,25.9,0.8,410,0,6.9
1,643055,4846462,08,3,110,16.6,1.1,274,0.02,5.9
1,639405,4848962,08,3,130,10.4,1.3,385,0,10.4
1,640505,4847512,08,1,155,26.4,1.5,435,0,8.5
1,640805,4848262,08,3,65,18.5,1.6,390,0,4
1,640755,4848112,08,2,130,25.2,1.4,359,0,2.5
1,642055,4847862,08,1,95,22.9,1,321,0,7.3
1,638605,4858012,08,1,50,23.4,1.8,163,0,8.6
1,638605,4858012,08,3,110,20.4,1.8,380,0,8.7
