occ,utm_e,utm_n,pool,period,secchi,temp,depth,cond,current,do
1,738608,4649751,13,3,48,17.3,0.7,345,0,8.5
0,737058,4643501,13,3,NA,NA,NA,NA,NA,NA
1,736108,4642501,13,3,80,19.2,0.8,373,0,1.2
0,736808,4642601,13,3,NA,NA,NA,NA,NA,NA
0,736308,4642901,13,3,110,21,1.1,338,0,2.7
0,738258,4647551,13,2,NA,NA,NA,NA,NA,NA
1,738458,4649951,13,3,28,17,1.1,363,0.06,5.9
1,736158,4642501,13,1,60,25,0.6,454,0,9
1,736858,4642601,13,1,65,25.2,0.8,451,0,9
1,736958,4643151,13,1,50,26.1,0.5,462,0,11
1,738508,4650201,13,2,58,28.5,1.1,342,0,8.9
0,736408,4643050,13,2,80,22.8,0.8,413,0.1,7.6
1,738408,4644700,13,2,70,21.3,0.7,411,0,0.7
0,737108,4643451,13,3,NA,NA,NA,NA,NA,NA
1,736408,4643101,13,3,100,21.6,1,325,0,4.8
0,738158,4650951,13,3,32,21.6,0.8,394,0.02,8.2
1,736358,4643201,13,1,39,25.5,1.3,329,0.04,4.9
1,738358,4650451,13,3,52,16.6,0.7,305,0.03,7.4
0,738608,4649701,13,2,NA,NA,NA,NA,NA,NA
1,736908,4642651,13,3,60,15.2,0.6,326,0,6.4
0,736658,4642551,13,2,NA,NA,NA,NA,NA,NA
0,738258,4650551,13,2,NA,NA,NA,NA,NA,NA
1,736458,4642501,13,1,82,31.1,0.82,418,0,6.1
0,736608,4642551,13,1,70,27.4,0.7,366,0,6.1
0,738608,4649701,13,1,90,26.5,0.9,464,0.09,5.4
0,738158,4650851,13,2,36,25.8,0.6,369,0.04,4.5
0,736958,4642651,13,2,NA,NA,NA,NA,NA,NA
1,738258,4650601,13,2,58,28.5,1,342,0,8.9
1,736608,4642551,13,3,80,16.2,0.8,409,0,6.3
0,737208,4643651,13,3,NA,NA,NA,NA,NA,NA
0,738158,4650851,13,1,30,25.5,0.8,506,0.11,5.8
0,738408,4650351,13,1,64,26.2,0.8,329,0.06,7.4
1,738258,4650651,13,1,44,23.6,0.8,451,0.15,7.3
1,738258,4650651,13,3,18,20.3,0.7,354,0.07,6
0,737108,4643451,13,1,NA,NA,NA,NA,NA,NA
0,736408,4643101,13,1,104,27.2,1,302,0,8.9
0,736658,4642551,13,2,NA,NA,NA,NA,NA,NA
0,736358,4643151,13,2,50,25.1,0.5,365,0,11.6
1,738458,4644501,13,1,70,28.8,0.7,404,0,12.5
0,738208,4650801,13,1,29,24,0.9,350,0.16,4.5
0,738608,4649701,13,1,28,24,0.8,358,0.19,5
1,736108,4642451,13,1,70,3.8,0.7,348,0,11.5
1,736708,4642601,13,1,60,29,0.6,449,0,8.8
1,736958,4642651,13,1,50,29,0.5,444,0,8.8
0,738308,4644101,13,1,54,23.9,0.7,392,0,6.1
0,736858,4642901,13,3,NA,NA,NA,NA,NA,NA
0,738358,4647851,13,1,NA,NA,NA,NA,NA,NA
0,738608,4649701,13,2,NA,NA,NA,NA,NA,NA
0,736508,4642551,13,1,50,23.7,5,406,0,11.5
0,736258,4650501,13,1,29,25.1,0.8,404,0.15,13.1
0,738258,4644051,13,1,54,27.1,0.6,398,0,6.5
0,738308,4647751,13,1,NA,NA,NA,NA,NA,NA
0,733308,4668251,13,1,NA,NA,NA,NA,NA,NA
1,733608,4668101,13,1,30,27.6,0.8,435,0.01,7.8
1,733708,4668301,13,2,52,26,0.6,438,0.09,8.3
1,729508,4669451,13,3,48,16.2,1.6,395,0.11,6.4
0,729808,4669351,13,2,NA,NA,NA,NA,NA,NA
1,726008,4671451,13,1,70,25.6,1,428,0,4.7
1,726108,4672001,13,1,143,26.4,1.5,426,0,5.1
1,726108,4671001,13,3,90,14.1,0.9,417,0,6.1
0,726058,4671151,13,2,NA,NA,NA,NA,NA,NA
1,539629,4934658,04,3,30,21.6,0.7,312,0,6.2
1,539679,4934608,04,2,64,21.9,1,641,0,10.6
1,539929,4934558,04,1,44,24.8,0.6,600,0,7.3
1,541479,4934758,04,3,32,16,0.8,458,0.02,8.8
1,541279,4934808,04,2,42,25.6,0.8,507,0.01,6.8
1,540529,4934558,04,2,40,25.8,1,437,0.01,7
1,540929,4934758,04,3,46,12.4,0.9,540,0,8.5
1,541729,4934708,04,3,48,11.2,1,499,0.01,10.2
1,540729,4934708,04,1,69,26,2.7,499,0.21,6.1
1,541229,4934758,04,2,31,21.8,1.8,512,0,9.8
1,541379,4934908,04,1,41,25.4,0.45,541,0,8.2
1,540679,4934658,04,2,37,26.4,1,515,0.02,5.9
1,541029,4934758,04,2,51,22.3,1,609,0.01,13.2
1,541029,4934858,04,2,30,26.8,0.53,499,0.02,7.1
0,533329,4939008,04,3,NA,NA,NA,NA,NA,NA
0,534129,4938608,04,1,57,27.1,1.2,534,0.02,NA
1,538779,4934908,04,3,43,19.4,0.75,440,0.19,14
0,538929,4934858,04,1,58,27.3,1.7,397,0.02,5.4
1,538879,4934908,04,3,38,24.1,1.4,525,0.06,7.3
1,539179,4935008,04,2,34,29.6,0.5,575,0.02,7.1
1,543629,4934108,04,3,42,21.4,1.1,510,0,7.8
1,543729,4934008,04,1,71,25.8,1.9,501,0.19,6.2
0,543379,4934158,04,3,NA,NA,NA,NA,NA,NA
0,543729,4934008,04,2,NA,NA,NA,NA,NA,NA
0,544529,4934208,04,2,NA,NA,NA,NA,NA,NA
0,545079,4933608,04,2,28,21.9,0.41,490,0.02,6.4
1,545329,4933508,04,3,39,18.5,0.5,370,0.07,9.1
1,544979,4934058,04,1,25,27.2,0.5,604,0.01,4.7
1,544229,4934158,04,1,20,27.7,0.4,562,0,11.6
1,579680,4914758,04,3,15,17.2,0.7,422,0.04,NA
1,581230,4914708,04,2,105,25.3,1.2,339,0.02,8.4
1,579429,4916158,04,2,105,24.5,1.4,318,0.72,8.4
0,578779,4917058,04,2,NA,NA,NA,NA,NA,NA
1,578779,4916108,04,2,121,23,1.6,430,0.18,8
1,578729,4915858,04,2,77,21.8,0.77,253,0.07,4
0,578629,4916908,04,2,NA,NA,NA,NA,NA,NA
1,579129,4915958,04,1,95,21.8,1.36,407,0.28,7.2
1,578729,4916458,04,1,61,21.2,1.15,293,0.32,6.9
0,578529,4916658,04,1,86,22.1,0.98,283,0.01,7.2
0,579329,4917108,04,1,75,21,0.8,238,0.01,6.2
0,579779,4917608,04,1,NA,NA,NA,NA,NA,NA
0,579529,4916658,04,1,79,22.6,1.05,293,0.12,7.8
1,578579,4915958,04,3,28,10.1,1,198,0,5.7
0,580630,4916508,04,3,NA,NA,NA,NA,NA,NA
1,580330,4914958,04,3,55,10.8,0.55,206,0,9.6
0,579129,4917408,04,3,NA,NA,NA,NA,NA,NA
1,578979,4917358,04,3,118,18.5,1.5,247,0.01,4.8
1,578179,4916708,04,2,97,21.8,1.5,399,0.02,3.8
0,580080,4915608,04,2,NA,NA,NA,NA,NA,NA
1,580330,4916758,04,2,110,21.7,1.1,367,0.01,7.8
0,582380,4914858,04,3,108,13.6,2.4,163,0.29,7.3
1,578679,4916658,04,3,92,8.9,1.8,250,0.17,10.5
1,581230,4914708,04,1,76,22.5,0.76,454,0.14,9.1
1,578479,4916808,04,1,89,27.2,0.89,318,0,4.9
1,577729,4916358,04,1,76,29,1.2,313,0,8
1,578379,4916858,04,3,119,18.3,1.4,317,0,3.8
0,581130,4914608,04,2,NA,NA,NA,NA,NA,NA
0,578079,4915608,04,3,NA,NA,NA,NA,NA,NA
0,580480,4917008,04,1,120,22.6,1,214,0.16,4.9
1,581430,4914258,04,1,50,23,0.7,273,0.14,7.7
1,578629,4915558,04,1,80,26.3,0.8,377,0.1,NA
1,581130,4916558,04,1,95,25.5,0.95,324,0.09,NA
0,582280,4914358,04,1,NA,NA,NA,NA,NA,NA
1,582380,4914708,04,2,70,23.4,2.5,168,0.24,2.3
1,578529,4916558,04,3,87,16.4,0.87,381,0.07,12.3
1,578779,4915758,04,2,118,24.9,1.3,320,0.01,7.4
0,579729,4917558,04,3,NA,NA,NA,NA,NA,NA
1,581230,4914608,04,3,105,14.2,1.05,362,0,7.7
1,581780,4914008,04,3,108,14.3,1.08,359,0,7.2
0,580280,4914608,04,3,NA,NA,NA,NA,NA,NA
1,580530,4914858,04,3,50,17.1,0.5,338,0,8.6
1,578429,4915908,04,3,64,14.7,0.64,372,0.02,5.7
1,582180,4915308,04,2,115,21.8,1.15,249,0.01,12.4
1,581080,4914158,04,2,71,19.9,1.3,163,0.57,8.1
0,579730,4914658,04,2,67,20.1,1.26,162,0.02,7
0,580280,4914758,04,2,NA,NA,NA,NA,NA,NA
0,581180,4914708,04,2,91,21.3,1.19,308,0.13,8.2
1,582380,4914808,04,3,175,19.6,2,221,0.08,3.4
1,580630,4914408,04,3,52,20.3,0.52,335,0.11,7.5
1,580680,4914408,04,3,52,20.3,0.52,335,0.05,7.5
1,579379,4916208,04,2,124,20.4,1.24,432,NA,7.8
1,581230,4914508,04,3,86,19.5,0.86,407,0.09,7.9
1,582330,4914958,04,3,175,18.5,2,284,0.42,5.2
1,580980,4914108,04,2,120,19.3,1.2,370,0.3,8.2
1,580080,4915208,04,2,104,21.9,1.04,326,0.02,7.6
1,578929,4916458,04,1,129,26.6,1,350,0.01,3.7
1,580079,4916808,04,1,88,25,0.88,412,0.06,7.6
1,579880,4915258,04,1,50,24.7,0.5,447,0.02,8.9
0,582580,4914558,04,3,180,14.2,2,402,0.02,7.7
0,579429,4915658,04,1,NA,NA,NA,NA,NA,NA
1,579079,4916658,04,1,103,22.3,1.03,389,0.03,6.9
1,581680,4913908,04,2,102,23.8,1.2,339,0.19,9.9
1,580329,4916958,04,3,135,22,1.35,282,0.02,5.9
0,579880,4915308,04,3,NA,NA,NA,NA,NA,NA
1,578929,4916558,04,1,106,24.4,1.8,309,0.14,5.3
0,580130,4915208,04,1,112,25.2,1.12,403,0.02,6.1
1,578579,4915358,04,3,77,11.3,2,179,0.1,10.2
0,578379,4915758,04,3,NA,NA,NA,NA,NA,NA
0,581280,4916408,04,1,137,26,1.5,222,0.15,NA
1,579179,4916108,04,1,95,25.6,0.95,425,0.03,4.7
0,577879,4916208,04,1,121,25.6,1.35,404,0.16,5.9
1,578879,4916408,04,1,87,20.5,0.9,258,0.31,7.4
1,578379,4916408,04,1,78,21.2,0.8,282,0.25,7.7
0,578679,4916758,04,1,NA,NA,NA,NA,NA,NA
1,579479,4916708,04,3,76,9.1,0.76,255,0.11,10.4
0,579480,4915458,04,3,NA,NA,NA,NA,NA,NA
0,582280,4914408,04,2,NA,NA,NA,NA,NA,NA
1,582480,4914608,04,2,175,19.2,1.9,319,0.03,10.2
0,581880,4914858,04,2,139,20.1,1.5,372,0.08,10.8
1,579179,4916008,04,2,65,20.6,0.65,256,0.06,8.6
0,579879,4917758,04,2,NA,NA,NA,NA,NA,NA
1,579079,4916908,04,2,100,19.9,1,254,0.04,7
1,579229,4916458,04,2,142,18,1.42,257,0.02,4
1,578929,4917008,04,3,81,12.5,0.81,246,0,5.3
1,579329,4917008,04,3,150,13,1.5,261,0,5.7
1,580180,4916058,04,3,93,17,0.93,343,0.08,8
0,577879,4916158,04,2,NA,NA,NA,NA,NA,NA
0,578329,4916608,04,2,94,21.6,1,321,0.03,0.2
0,578579,4916408,04,1,63,24.7,0.63,235,0.08,5.4
1,579229,4916508,04,1,65,25.9,0.65,308,0.06,8.4
0,578879,4916358,04,3,NA,NA,NA,NA,NA,NA
0,582530,4914608,04,3,150,10.4,1.6,352,0.02,10.9
0,580280,4915658,04,2,NA,NA,NA,NA,NA,NA
1,579179,4915908,04,2,70,21.6,0.7,359,0.18,8.2
1,578529,4916508,04,2,78,20.6,0.78,209,0.04,3.1
0,582530,4914608,04,2,NA,NA,NA,NA,NA,NA
1,582280,4915158,04,3,113,11.9,2.1,209,0.02,10.6
0,579879,4917508,04,3,NA,NA,NA,NA,NA,NA
1,578329,4916858,04,3,131,19.4,1.45,273,0,4.6
0,582030,4915558,04,3,NA,NA,NA,NA,NA,NA
1,580480,4916608,04,3,106,15.9,1.06,288,0.03,5.4
0,579580,4914708,04,2,NA,NA,NA,NA,NA,NA
1,578629,4916258,04,2,155,22.7,1.55,371,0.01,1.3
0,579479,4916858,04,2,NA,NA,NA,NA,NA,NA
1,578979,4916558,04,2,160,22.7,1.6,374,0.02,1.1
1,581330,4914208,04,3,64,16.7,0.64,395,0,8.7
0,582330,4915008,04,3,NA,NA,NA,NA,NA,NA
0,580280,4914958,04,3,81,7.9,0.81,292,0.14,11
0,579980,4915358,04,3,85,8,0.85,199,0.07,10.8
0,580230,4915858,04,1,87,26,0.87,432,0.05,13.3
1,579479,4916158,04,2,77,24.3,1.2,352,0.04,8.3
0,580430,4916858,04,2,NA,NA,NA,NA,NA,NA
1,578879,4916358,04,2,190,24.3,1.9,353,0.01,3.1
1,579479,4916658,04,3,150,21.6,1.5,235,0.04,3
1,578229,4916158,04,2,59,22.8,0.59,275,0.03,6.8
1,579179,4915908,04,2,68,24.1,1,358,0.02,7
0,578679,4916758,04,3,NA,NA,NA,NA,NA,NA
1,578729,4916058,04,2,65,21.7,0.65,220,0.01,2.4
1,579079,4916758,04,2,68,22,0.68,143,0.1,3.1
1,578179,4915808,04,3,65,12.9,0.65,376,0.05,10.4
1,578829,4917008,04,3,42,12.5,0.42,268,0.01,7.3
0,578979,4917308,04,3,NA,NA,NA,NA,NA,NA
1,582230,4915258,04,3,67,13.7,2.1,296,0.04,6.9
0,581230,4914708,04,1,85,22.6,0.85,284,0.09,8.6
1,572279,4918358,04,2,44,21.5,0.44,455,0.03,9.3
0,572179,4918858,04,3,NA,NA,NA,NA,NA,NA
1,571579,4918608,04,3,41,18.3,0.6,253,0,7.3
1,572229,4918708,04,3,67,9.9,1,127,0,3.6
0,571129,4918758,04,1,120,24.3,1.6,439,0.1,5.9
0,572029,4918608,04,1,140,23.6,1.45,479,0.04,4.5
1,572329,4918308,04,1,128,26.6,1.8,555,0.05,NA
0,571129,4918808,04,1,NA,NA,NA,NA,NA,NA
1,571279,4918508,04,1,59,26.8,0.72,419,0,3.6
1,571629,4918608,04,1,50,24.9,1.1,295,0,4.5
0,571079,4918758,04,1,100,26.3,1,550,0.12,NA
1,572179,4918358,04,1,113,23.2,1.13,280,0.07,NA
1,575379,4916258,04,3,109,20.1,1.5,569,0.1,6.3
1,575279,4916408,04,3,133,20.1,1.33,568,0.02,6.4
0,576529,4915008,04,1,NA,NA,NA,NA,NA,NA
0,576279,4915258,04,2,NA,NA,NA,NA,NA,NA
0,578179,4914308,04,3,NA,NA,NA,NA,NA,NA
1,579480,4913908,04,1,126,26.5,1.26,522,0.21,9.6
0,579030,4914058,04,1,NA,NA,NA,NA,NA,NA
1,579480,4913958,04,1,100,25.4,1,511,0,9.8
1,581030,4912308,04,3,105,16.2,1.05,449,0.01,1.6
1,579180,4912908,04,2,118,24.9,1.5,446,0.24,7.5
1,579280,4912308,04,3,68,16,0.68,373,0.02,9.6
0,580130,4913258,04,1,74,23.9,0.74,563,0.05,8.2
0,581030,4912758,04,3,121,12.8,1.21,373,0.03,5
0,580230,4913158,04,1,170,24.5,1.9,414,0,1.7
0,580530,4911808,04,1,NA,NA,NA,NA,NA,NA
1,581080,4911458,04,1,86,22.3,0.86,392,0,0.7
1,579230,4912658,04,2,136,22.8,1.36,461,0.05,5.9
0,580480,4911708,04,1,NA,NA,NA,NA,NA,NA
1,580330,4913108,04,3,148,11.5,1.48,306,0.02,11.3
0,580280,4912158,04,2,150,22.7,1.5,386,0,1.5
0,580580,4911958,04,2,NA,NA,NA,NA,NA,NA
0,580880,4911958,04,2,131,21,1.31,508,0.02,2.8
0,580480,4911558,04,2,NA,NA,NA,NA,NA,NA
0,581030,4912758,04,2,105,24.7,1.5,471,0.05,5.1
1,581080,4911808,04,2,150,25,1.6,366,0.03,7.3
1,580580,4912208,04,1,170,25.3,1.7,576,0.15,10.9
0,580680,4911658,04,1,NA,NA,NA,NA,NA,NA
1,580680,4912108,04,1,99,25.1,0.99,505,0.01,4.7
1,580880,4912458,04,3,50,13.6,0.5,498,0,6.8
0,581080,4911458,04,2,NA,NA,NA,NA,NA,NA
1,580880,4912708,04,2,95,22.8,1.06,456,0.01,2.3
1,580180,4913158,04,3,63,14.9,0.63,401,0.03,9
1,579030,4913108,04,1,128,26.4,1.28,420,0,12.5
0,580530,4911308,04,3,NA,NA,NA,NA,NA,NA
1,580230,4912208,04,3,64,14.8,0.64,475,0,10.1
0,580480,4911958,04,1,NA,NA,NA,NA,NA,NA
1,580230,4912058,04,1,101,26,1.2,558,0.17,11.5
0,580230,4913158,04,3,132,17.5,1.58,404,0.01,5.2
1,581080,4911108,04,3,92,8.1,0.92,453,NA,10.1
1,580830,4911758,04,2,91,19.5,0.91,417,0,1.9
0,580230,4911208,04,2,NA,NA,NA,NA,NA,NA
1,581180,4911108,04,2,110,17.8,1.1,387,0,5.1
0,579730,4913108,04,2,NA,NA,NA,NA,NA,NA
1,580280,4912308,04,1,72,24.8,0.98,511,0.03,6.1
0,580480,4913108,04,1,131,28.5,1.6,560,0.02,16.4
0,580480,4911408,04,1,NA,NA,NA,NA,NA,NA
0,579280,4912258,04,1,77,27.3,0.77,549,0.05,15.7
0,580530,4912208,04,1,NA,NA,NA,NA,NA,NA
1,579080,4913208,04,1,77,23.9,0.77,441,0,5.1
0,580580,4912358,04,2,70,22.1,0.7,471,0.09,6.9
0,581030,4912758,04,2,107,21.9,1.5,531,0,7.6
0,580430,4911908,04,3,NA,NA,NA,NA,NA,NA
1,580230,4912058,04,3,123,15.5,1.23,549,0,6.8
1,580180,4913058,04,1,99,26.1,1.14,470,0.2,7.8
0,581180,4911008,04,2,NA,NA,NA,NA,NA,NA
1,580580,4912158,04,2,85,22.5,0.85,425,0.2,3.2
1,540579,4936858,04,2,54,20.7,2,464,0.02,14.1
1,539579,4936908,04,3,54,12.9,0.54,340,0,10
1,539679,4936658,04,3,43,9.5,0.5,455,0,15.7
0,539729,4936608,04,2,NA,NA,NA,NA,NA,NA
1,540129,4936708,04,3,20,24.2,0.46,345,0.04,11.2
1,536929,4935758,04,1,51,24.8,1.6,287,0.02,6
1,536979,4935758,04,1,23,28.1,0.45,507,0.06,12.8
1,541429,4935458,04,3,23,11.9,0.38,363,0,NA
1,541379,4935408,04,2,26,22.4,0.45,561,0,7.5
0,541579,4935408,04,2,NA,NA,NA,NA,NA,NA
1,541579,4935408,04,2,21,22.1,0.9,434,0.01,6.4
1,542629,4936358,04,1,30,27.6,0.5,342,0,9.9
1,541829,4936258,04,1,23,28.9,0.5,363,0,10.8
0,542229,4936308,04,3,NA,NA,NA,NA,NA,NA
0,542779,4936208,04,1,73,24.7,1.3,539,0.02,6.2
0,542029,4936108,04,1,77,24.1,1.5,542,0.09,4.2
1,542879,4935908,04,3,42,7.6,0.42,495,0,9.5
1,542779,4936308,04,3,52,18.9,0.54,419,0,7.1
1,542029,4935858,04,3,35,21.1,0.7,491,0.01,8.9
1,542679,4935858,04,3,52,21,1.2,528,0.05,8.1
0,542779,4936158,04,1,79,23.4,1.9,573,0.03,5.3
0,542979,4935958,04,3,NA,NA,NA,NA,NA,NA
1,542329,4936108,04,2,43,25.9,0.8,436,0.01,8.8
0,543179,4935358,04,1,50,25.1,0.09,590,0.18,7.9
0,542629,4936358,04,1,NA,NA,NA,NA,NA,NA
0,542179,4935958,04,3,NA,NA,NA,NA,NA,NA
1,542879,4936358,04,2,33,23.4,0.55,400,0,8.4
0,542079,4936257,04,2,NA,NA,NA,NA,NA,NA
0,542479,4935258,04,3,NA,NA,NA,NA,NA,NA
0,542879,4935858,04,3,NA,NA,NA,NA,NA,NA
1,541129,4935858,04,2,30,26.4,0.53,489,0.07,10
1,540629,4935658,04,2,75,27.7,0.75,491,0.04,10
1,540429,4935308,04,3,10,8.9,0.5,490,0.02,10.5
0,539529,4935758,04,2,NA,NA,NA,NA,NA,NA
1,541029,4935758,04,2,45,22.7,0.5,527,0.09,7.2
0,539879,4935308,04,1,68,23.7,1.7,596,0.01,5.7
1,541329,4936058,04,1,53,25.3,2.1,286,0.27,5.7
1,539429,4935758,04,3,34,22.3,1,534,0,8.3
1,539629,4935758,04,3,50,16.6,2,553,0.05,7.7
0,541129,4936157,04,3,25,9.8,0.5,415,NA,12.6
1,541079,4936158,04,3,32,23.8,0.45,368,0.03,8.4
1,541079,4936158,04,2,27,25.3,0.5,514,0.02,10.4
0,541779,4936858,04,2,NA,NA,NA,NA,NA,NA
1,541279,4936908,04,1,54,25.4,2,297,0.08,7.8
0,538029,4936158,04,3,95,13,1.6,329,0.16,10.1
1,530979,4939408,04,1,52,21.7,1.6,687,0.02,8
1,530929,4939508,04,1,16,27.5,0.5,461,0.03,3.1
0,530929,4939557,04,3,NA,NA,NA,NA,NA,NA
0,577379,4917008,04,2,NA,NA,NA,NA,NA,NA
1,576929,4915508,04,1,103,24.8,2,383,0,6
1,578029,4915408,04,3,101,12.8,1.01,282,0,7
1,578129,4915258,04,3,77,18.7,1.12,368,0.02,6.4
1,578480,4913958,04,3,85,17.5,0.85,318,0.06,9.5
1,581730,4912758,04,1,84,24.6,0.84,579,0.15,4.4
1,582030,4912558,04,2,89,20.6,0.89,542,0.19,9
0,581980,4912658,04,2,NA,NA,NA,NA,NA,NA
1,581880,4912558,04,2,95,24.5,1.4,347,0.15,8.4
1,582180,4912258,04,2,100,23.7,1.5,438,0.27,5.5
1,581930,4912608,04,1,55,25.8,0.55,450,0.15,6.8
1,582380,4912508,04,1,88,27.8,0.88,549,0.23,NA
1,582680,4912108,04,1,91,24.8,1.6,423,0.49,8.1
1,582630,4912008,04,2,70,22.4,0.7,461,0.33,7.9
1,582830,4911858,04,1,106,25.3,1.06,464,0.49,6.5
0,582880,4911658,04,1,86,23.1,0.86,475,0.41,8.3
1,582930,4911758,04,3,82,12.6,0.82,350,0.12,9
1,582780,4911908,04,1,127,24.5,1.27,595,0.28,7.1
1,585580,4909208,04,3,50,11.6,0.5,241,0,11.7
1,585580,4909208,04,3,42,13.1,0.42,349,0,5.4
0,583380,4910208,04,1,NA,NA,NA,NA,NA,NA
1,583630,4910108,04,1,88,22.4,0.88,546,0,7
1,583980,4908658,04,1,99,27.6,1.9,424,0.01,12.5
1,583580,4909158,04,3,110,8.7,1.1,422,0,10.8
1,583730,4909008,04,1,79,24.2,1,457,0.02,13.3
1,584230,4909658,04,1,50,22.5,2.2,376,0.35,6.1
1,583730,4909008,04,2,118,24.2,1.4,465,0,4.3
1,583380,4910108,04,1,125,26.3,1.25,551,0.05,NA
1,583930,4909708,04,1,140,26.6,1.7,553,0.05,NA
1,584380,4908358,04,2,100,24.5,1,454,0.04,6.3
1,583630,4910108,04,2,89,24.6,1.24,459,0.04,5.7
1,584230,4909658,04,1,102,24.6,2,479,0.52,6.9
1,583380,4909658,04,1,111,24,1.11,522,0.09,NA
1,584580,4908358,04,2,124,22,1.24,383,0.02,9.4
1,583580,4909658,04,3,48,13.9,0.48,559,0.02,11.2
1,583580,4909108,04,2,90,23.5,1.47,426,0,3.7
0,584730,4909058,04,3,NA,NA,NA,NA,NA,NA
0,583380,4910358,04,2,NA,NA,NA,NA,NA,NA
1,583380,4909958,04,1,92,22.8,0.92,324,0.04,6.6
0,584680,4909258,04,2,NA,NA,NA,NA,NA,NA
1,585030,4908408,04,2,160,25.4,1.8,459,0.02,7.2
0,582969,4912636,04,1,125,24.4,1.5,453,0.67,7.8
1,582930,4912758,04,1,67,24.4,0.67,420,0.03,5.9
0,582780,4912858,04,2,NA,NA,NA,NA,NA,NA
0,582873,4912757,04,3,141,16.5,1.6,390,0.22,9.2
1,582930,4913258,04,3,103,15.3,1.1,391,0.17,9.2
1,584080,4912058,04,2,131,22.5,1.61,348,0.02,5.6
1,584130,4912058,04,3,92,13.3,0.92,198,NA,7.4
1,584480,4911758,04,1,138,25.9,1.5,387,0,8.5
1,584580,4911558,04,3,73,12.2,0.73,239,0.01,9.1
1,584630,4911558,04,2,97,20.7,0.97,214,0.2,7.5
0,585130,4911208,04,3,NA,NA,NA,NA,NA,NA
0,585680,4910458,04,3,NA,NA,NA,NA,NA,NA
0,585230,4910708,04,3,NA,NA,NA,NA,NA,NA
0,585480,4910308,04,3,NA,NA,NA,NA,NA,NA
0,585230,4910708,04,3,NA,NA,NA,NA,NA,NA
0,585630,4910008,04,3,NA,NA,NA,NA,NA,NA
0,585280,4910708,04,2,NA,NA,NA,NA,NA,NA
0,585630,4910558,04,2,NA,NA,NA,NA,NA,NA
1,584580,4910408,04,3,45,16.4,1.5,416,0.22,7.6
0,584314,4910754,04,1,106,24.7,1.7,414,0.34,8.1
0,584314,4910754,04,2,112,26,1.2,396,0.08,7
0,584314,4910754,04,3,130,12.5,1.3,267,0.26,9.4
1,584399,4910629,04,1,96,26.6,1.7,400,0.13,10.5
1,584330,4910758,04,1,84,24,0.87,508,0.08,7
1,584080,4911608,04,3,90,15.9,0.9,382,0.02,NA
0,583830,4911658,04,2,NA,NA,NA,NA,NA,NA
1,583930,4911408,04,2,111,23.4,1.11,327,0,4.8
0,583880,4911608,04,2,NA,NA,NA,NA,NA,NA
1,583980,4911458,04,3,90,13.2,0.92,297,NA,8.6
0,583780,4911658,04,1,NA,NA,NA,NA,NA,NA
1,583430,4912258,04,1,52,23.1,0.6,284,0.1,7.2
1,583580,4912258,04,1,97,20,0.6,294,0.76,7
1,583730,4912008,04,3,61,16.5,0.61,365,0.24,7.2
1,583530,4912358,04,1,99,25.7,1.8,456,0.31,8.3
1,583830,4912108,04,2,60,23.8,0.6,292,0.35,6.1
1,583380,4912258,04,1,86,25.2,0.86,387,0.02,6.6
1,583530,4912108,04,2,117,23.5,1.4,269,0.07,7.9
0,583880,4912008,04,2,NA,NA,NA,NA,NA,NA
0,583430,4912208,04,3,NA,NA,NA,NA,NA,NA
0,583530,4912058,04,1,NA,NA,NA,NA,NA,NA
1,583480,4912308,04,1,85,24.8,0.85,424,0.11,7.5
1,583580,4912558,04,1,108,27,1.08,401,0.04,8.3
1,583930,4912208,04,3,61,12.1,1.8,180,0.14,8
1,584080,4912308,04,2,141,23.8,2,347,0.01,7.2
1,584080,4912208,04,3,62,16.8,1.5,241,0.14,5.9
1,583630,4912908,04,2,79,19.2,0.79,118,0.03,4.6
1,583880,4912408,04,2,141,21.2,1.6,194,0.29,4.9
1,584180,4912308,04,3,43,12.5,1.5,147,NA,6.1
1,584230,4912308,04,3,118,16.6,1.5,361,0.01,6.6
1,584280,4912158,04,2,110,22.1,1.4,293,0.01,7.5
0,584030,4912358,04,2,95,24,1.45,275,0.07,6.5
1,584130,4912208,04,3,56,12.5,1.2,203,0.05,10.1
1,583880,4912408,04,1,132,26.4,1.32,457,0.02,10.4
1,584330,4912058,04,1,79,25.9,0.79,244,0.03,6.5
1,584280,4912108,04,3,60,7.2,0.6,168,0.12,9.3
1,584330,4912158,04,1,87,23.7,1.5,255,0.04,8.8
1,582430,4914258,04,3,57,15.8,0.57,327,0,14.9
1,581030,4913908,04,3,50,17.3,0.5,424,0,NA
0,581427,4913646,04,2,103,20,1.5,318,0.31,8.7
1,581330,4913908,04,1,106,25,1.2,419,0.05,6.4
1,581830,4913608,04,2,63,27.2,0.63,396,0.04,8
1,581330,4913808,04,2,116,24.2,1.16,377,0.01,1.6
1,581680,4913558,04,3,86,17.7,0.9,361,0.08,10
1,580880,4913858,04,3,80,18.9,0.8,407,0.08,7.2
0,581330,4913808,04,1,96,26.6,1,464,0.02,11.8
1,581030,4913958,04,3,72,23,0.72,304,0.06,8.3
0,581930,4913508,04,3,NA,NA,NA,NA,NA,NA
1,581080,4913708,04,1,102,25.4,0.69,441,0.02,9.5
1,580830,4913858,04,1,50,25.5,0.5,413,0.01,5.9
